Email Text,Email Type



		releasing



		c50ea730-7cf0-1f2b-be3d-46d22ee49c9d



		Abraham



		81495cc7-5a96-2dbb-f3d2-6cf0235dfb7c



		79d07e2d-0778-ae69-d090-184f52763469



		c082fa38-1649-1449-b343-f6a4586e8fe8



		faith



		movistar



		sequence



		826489b1-3be3-6779-ac22-3774d948346f



		whom



		dc23166d-dfec-a287-5104-f7c87d95401d



		d2094292-0d27-5c9b-479d-a4fcb2c93602



		smoke



		44PM



		d9aec07c-2b21-7080-3bb0-cccd943485f7



		Korean



		wee



		viewfinder



		4905f65e-4629-5ba9-a361-069ef4f0fea6



		3a2ada23-a5dc-6f3d-d8c4-ca49452e4ed3



		1bbf4ffe-a40a-d167-53e2-fb6cbe86d67a



		YP3IUXZVN7



		spacecraft



		6844



		a607412e-7a61-cdd2-2407-f3331756b49e



		chooses



		languedoc



		pepperoni



		e1f61c24-f35b-0ba2-891c-ee2f9f4900a3



		screaming



		goodies



		BERG



		Eichners



		hurdle



		bcdf69a7-459c-01ba-6abc-75fd3f218c89



		58d33cce-b81f-8bc9-09ce-ef01f82f4a4f



		6601



		sweeter



		balsamic



		unlikely



		3w9afgwmod



		highlighted



		4JQZMG73P9



		535363c8-93d8-0786-45dd-b0819ec9ecf2



		c1d37e85-0266-daae-fc3c-7f784541bae1



		proposing



		item9



		meli



		Chapter



		muscles



		illicit



		awhile



		artistic



		finesse



		7787



		fea81fe4-20ae-f39c-0ea7-dab7992ed142



		shooters



		difficulties



		1a669f0d-1b76-1d14-3854-38bf1e78213c



		bbs



		biscuit



		camps



		dotted



		crowdfunding



		48c755d3-473a-b1da-4738-8d1de913365d



		20002



		feeds



		3c6c5ede-a399-c794-5ef2-3f3824bd4542



		cd4020ce-3edd-d608-00f1-7f15841709d7



		held



		882f24dd-1983-290b-7969-7531c958012c



		Parc



		faked



		9184f35e-d2ff-7278-4586-6b1b9e355322



		Sharma



		enlisted



		d48b9333-b67d-d960-f055-f229d2b9b500



		icpsc



		Bury



		rookie



		Darth



		Torpedo



		7be9fd4f-acb5-887c-e921-cc8a451ce741



		sg1X3uExVd



		belonged



		ca2b5a80-d2d2-a83b-6ab8-53aaa2bded5e



		7df2f6f2-e25e-f094-b6a1-3de9878bde4c



		eb8f3022-0fa5-20a9-2a6a-2e0efe0a027e



		balls



		gurney



		affirmations



		attempted



		963c2634-8bb0-a142-1590-cfa0aef757f8



		b2a902db-53ff-a03d-1cf2-7cabfd7aa4d4



		e63228ac-66a4-6df7-c29d-670234378cee



		loop



		plantes



		kajl3sa9tn



		functional



		organised



		merely



		05adc36d-c88b-8288-ef13-5d5ce69751ad



		stepped



		95b6557a-360f-675c-b767-647aadfa838e



		masks



		intent



		Debuts



		4a39e56f-26f9-4c43-7814-1a00b27d36fb



		eebfd152-9643-080b-f072-5015575689a7



		boulanger



		Mooch



		monitored



		slight



		sweetest



		f6f51f7e-4479-f3ac-004a-050eb4dc7790



		68653ded-4f2b-903b-46d1-364dc907e590



		viewable



		photogenic



		horizon



		63586a34-5f64-91b1-1630-303df1ec0198



		8075



		6d640496-ce06-94ff-ad4f-8e20908a1535



		mentor



		drift



		prophecies



		6DhB7x2qd1



		Tran



		knights



		a39c1828-3b12-3ef5-c1f0-dbd857147796



		manga



		92841ac8-1776-4be3-ae30-eeb0eef3faf6



		6f163f93-a75d-052e-ac21-7ec552863ca7



		activado



		TOS



		fda81cf3-75db-974a-e4b4-469754152004



		inundated



		adjacent



		Pokemon



		d13d0a90-a83c-e2c6-7f8a-2bbf1a585abe



		surviving



		rediscover



		bloke



		2a383543-c157-9b01-c04e-6fe432dcb1b2



		Lorenz



		portlet



		traditions



		g2ijqzyjpx



		whip



		aeef



		distrust



		assuming



		10b75c75-9381-21ab-3775-2bcb683c162d



		SC



		12264ffc-1e31-d5af-f45c-1335d86d75e7



		022cd8bb-f00a-5207-f72c-2ade74c84e63



		3ef43658-1b32-61f4-71ec-751b19402528



		86d45e89-dc07-8342-0b46-8230528bb218



		Compton



		halten



		scholar



		wjusdri998



		impactful



		Funko



		ddeba41b-4927-406a-2ea2-1fc74b253a2b



		43cd40d3-9a50-eb2f-1f60-9db6d256d620



		hospice



		9049



		valuation



		onboard



		Ridley



		kilometres



		84632b2d-b863-023a-0d4d-c88afe723deb



		impacts



		t7tdlbd1g6



		887f68da-fcf5-100d-94f8-0165543d4d82



		sinistre



		48c51e50-5056-ea34-04a8-d55ff4a67755



		brazen



		e062580e-2220-581b-c0de-b36bb15f1395



		waiter



		ce6218da-525b-a0cb-70bd-374dec222182



		presta



		dancing



		headsets



		Terminal



		608b5c2f-6466-7ec6-6dda-5f97162c0241



		Tolkien



		eb55c147-a308-9077-341b-b09496cf28fa



		icing



		9fb8c64c-55a6-b41b-f87d-ccb4c913830b



		risked



		grief



		Mechanism



		Poetic



		54856198-317a-8503-10e9-7dff37e5e0ee



		notions



		teammate



		ac07093a-b76e-72f2-472c-b78205d9c646



		4deb7154-bb34-4401-4124-4537d435d910



		d585e01b-17a5-f0ae-a9f1-c835ef8489e2



		Edgar



		erinnern



		Iranian



		commented



		Padme



		purple



		8i2b4LCl9D



		eventual



		Cathy



		eliminating



		mR820Mxcxz



		commanding



		risks



		b440e525-1904-6dfa-50b8-bbcb368758e5



		083db03b-b6f8-eaf4-07d6-8932c58d0cdd



		567fc51f-2a0b-c8b6-4ba2-e0f8de739254



		blogue



		calls



		suit



		5e97a9fa-0b0a-0a55-3539-315ddde4dac2



		viewer



		15f59de1-ccf4-03fb-476a-3f47e9b6de4b



		QCA6Q0FSQD



		5fea961d-d1d8-b948-1677-08cbf322f226



		fingers



		f3b119f9-8703-f275-44f6-98cfe02b81fd



		Lorne



		175eae4a-1032-6c28-9cfe-71d3a1a4b32a



		d01b2cce-7979-59d7-ffcd-26fa2aac7f89



		12bee92c-f357-f9a9-5d09-3e755bb170ec



		Climbing



		molecular



		1245



		burgers



		museums



		qualche



		aanbieders



		24a8f431-eff3-186f-3ce4-562e9ee1b468



		109b08d7-f645-cb8c-c05c-2ef3e43c5302



		e578351b-65ab-13ce-512c-a38b079edf81



		guides



		boul



		unbound



		commit



		3932684c-77ae-8956-11f4-63e2b9914855



		gameofthrones



		d2fa6097-0c99-925a-cbd0-f2cc740f3088



		83d63ef5-3a53-118e-b818-f1e5420540eb



		d4fe63be-28c1-3baf-b292-7e5d2492aed5



		undergone



		a96eebb3-1012-3c65-c8ba-f01e39c847e8



		armor



		7465



		df098fb4-109a-0a1b-de55-f0443871d4f7



		1ac9ae58-7931-f4e2-97bd-fc671f32f3ca



		inflight



		slashed



		c2fcea59-26d8-4b75-950d-d3b59765f361



		977e49a3-ff28-5e79-3578-663fa8d2ee7b



		a1mpih6vho



		8e03d61a-13e4-b0fe-74cb-6481e6412b3a



		Bowman



		whimsical



		Atmospheric



		Scot



		Brace



		f2eabb19-7594-bcd0-ee94-6f4ea6d2f1a0



		d11ec1e7-71af-0a4f-936b-75321ad54670



		c3fcded4-c6fc-c466-6bf3-ffdf304d0968



		shipments



		0111cb89-476d-3b5f-8b5a-a81a9586a166



		producing



		continuously



		IklmxU0bfJ



		paint



		flesh



		Trucks



		peeling



		fanfiction



		OLOFFD8P4U



		connecting



		Brexit



		Soccer



		W4UAHWKCB3



		Circa



		confirman



		p9fhgrly6w



		d6c95ef5-538a-07d2-a1d1-4f1297d806ca



		Rendus



		Punjab



		b5931989-f274-c297-61fe-602145dbb8c0



		peak



		e59b0063-9ee5-64e7-d646-a9f8c7d15c4b



		musk



		trudieboo



		Conway



		throwing



		833bec08-c8a3-4f1b-8c44-87178d9fb814



		traces



		4243



		reflects



		witnessed



		ba330b86-90e6-6b06-85e7-f323e84d6bec



		12facad6-aac5-8521-72ad-25b083fc5a09



		5ec1c7cd-0c5b-3abf-7d7d-0a1e9f38c0eb



		kasse



		inherently



		01931c45-291b-74a9-4b9c-19d688fd829c



		capture



		Flavor



		electrical



		c50f1da5-22c2-85d6-79fd-12d44b2f4183



		hoods



		cabinets



		5875589a-e4e8-b937-d19b-3eefebf5c023



		basically



		Arles



		2Ab8AbGCiH



		rebuke



		Smiths



		93cde93b-c033-2256-8e24-9a6216f63c17



		favors



		5105



		efeae7c4-e33a-59b3-c170-97ff9812e0cd



		28a55181-78aa-f4f6-840a-6a80de4a8990



		depende



		Soledad



		Comics



		a7afab7f-d9c7-05b6-f611-ceb311a7ba8e



		a0defd3d-7f7e-1af6-1a6c-1dc0a6fa9abc



		26996ac7-4c34-29ad-48cf-8d4e566c38d6



		2639e2f2-523b-bbb7-9907-ba8b14b9b5b7



		guests



		train



		translating



		98e48117-afea-7e03-afe3-3ad68d6009b1



		Trap



		4e67cf5d-a570-b609-afa8-3f576b2b090e



		engineer



		chased



		computerbild



		fc6cbaf7-9b6d-9e16-8d89-3cd9f57cc73d



		selves



		250G



		vaccine



		housewarming



		ounce



		6b845e41-daff-f8f0-71e0-8d3b543deb07



		SXEFHUCL3B



		cinnamon



		55492da7-77b0-9eee-88d9-8c519a01be8d



		K8G427BQID



		b2bad798-eff6-7e2d-3936-fbf1d9b0af4e



		G6DJEL2Zmu



		2390



		69e80eae-9d71-5cb4-f485-cb261f654983



		pose



		trusting



		emoticons



		e592f6ec-9502-9dfd-4075-d9f3c583d8f4



		bf5b6da9-28fd-83fa-36bb-fe86535ee6bc



		2b904ada-1124-52e4-937b-7ce765fa0fe9



		0a922bfb-d334-59ff-ee98-9ffb40ef8655



		activewear



		PDT



		depictions



		July



		dn5Uz2K91v



		fh203UFQP4



		Porsche



		composez



		tweeting



		145630d2-e09f-9cf2-85e8-a4b94cc81742



		POfKLf4o8M



		PhD



		WWF



		trouser



		8220



		gamechanger



		suggested



		67dbe556-1b09-ca8c-3647-7bd5fed422a4



		projectors



		fe852a09-5395-dad1-5720-7bf0064a1950



		quadruple



		Brandy



		alls



		f3e74a5b-c6a1-4542-d384-6a063ac09bdf



		clarifies



		referenced



		7339



		1b17ffe7-66f2-2f76-d22c-b32993982891



		rational



		Luke



		7710d4bf-8e69-c4e1-ccfb-60ac26f52b6f



		achievement



		aa28af6d-799a-53c1-a066-86601c560050



		brilliantly



		acbd34e5-a744-c7a0-852b-85577837bfde



		ashore



		679bee8b-5ca8-311c-218f-f3dd4f2d429b



		v0yy2hw54w



		5853



		elaborate



		cessite



		Berge



		cave



		Esports



		9598112a-a79f-9bd7-31c0-29593d18f6ef



		beverages



		b3b9d748-2f50-c36c-2e55-359367dc49aa



		Turners*/",Phishing Email
"HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""



monkey.org update!
This is to notify your account jose@monkey.org is due for an update.
Kindly update to avoid the account shutting down.
 Use the link below to update.







CLICK HERE TO UPDATE




Thanks for using this service.


jose@monkey.org  provider!   
© 2022
   All Rights Reserved
This email was generated with reference no. 
17593310
This is an automated message reply that cannot be answered",Phishing Email
"Account Storage

*jose@monkey.org*

Password has Expired

To prevent deactivation of [ID]

Click To update ( https://ipfs.io/ipfs/bafybeiexn4t76vxppq2wtgzjf3f7pcragtdmckruc44h2jdtiqbfd5zn6a?email=#jose@monkey.org )

© 2022 Email Support

3396 Green Mt Crossing Dr , Shiloh , IN 62269

Unsubscribe ( https://u28985254.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDrUJn5ylg-2FW0hKwuXkOfghC-2FGRG3BYapEbXYSuxauHJOjUVZC0SBX4MBdSgxBQtPY9a7VOHs5RS6W7bvHl67ZxDabmhHqdMMs-2BCIV3kw6nzoYnKaaVA8gGVT6tSA-2FuXBhTNcNsBsRb5PsaxW7YtTPiV7oLIuzQXmn5zFJg0VBlY08E0uXMjDjotMlMzBHskauH-2FEK7x-2F3D2pQWJ9bdOBat-2F7QrSjehHk1WMyt-2FJUlkfia6VBzB-2F-2FBTftbM23ha9w2u6eRwsdt2AM18H1SfFzQJa1ok0aeNtu7Y5fHJf1z34mwnfl-2Bor3k-2B6-2FZsQ3PV6RX66qKdlcbGY-2FvXOuE8Tf22iuE0M6XoYvjIK5S4Z-2BQmOMYaAW28a10OrD0eXiPIVOWEsHQAhzZBTLqO7aPfm05bZ-2Fh5yWtmH99UjT2kVgBsmgqdnVqdqDc31-2Bbn9mRyVAANNVSkwOatDIk-2FPr8vPlNf9iu8t0BZLjIIbL7l2bsR4wluMk0Ae7p9r3J-2FeI-2BmrcMYENQdt2nUdaPE6s1JgU5ZEaHEjhH9n-2BFDA-2BFjHvrb-2Br6vaRhTKewpqAYsAuomxBsAZyiOgp5zCpq52ekKH8rCw4kmK41ILvSm8GDVWqVCymXYYILNg7jgoN9HDrrV3bcXyEoIFl2lF7c2QZZ8LPoKIXCIAbgYUE4MaQmP30XpLUPxkexaGUG59bCqOcPBlf02Q3zK9tiYZ-2FVgLUnI1pyL-2BatlRS7C6N73LiyP7ub3t9n-2F0MssADasPkkrsm-2BnwWWK ) - Unsubscribe Preferences ( https://u28985254.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDrUJn5ylg-2FW0hKwuXkOfghC-2FGRG3BYapEbXYSuxauHJOjUVZC0SBX4MBdSgxBQtPY9a7VOHs5RS6W7bvHl67ZxDabmhHqdMMs-2BCIV3kw6nzoYnKaaVA8gGVT6tSA-2FuXBhTNcNsBsRb5PsaxW7YtTPiV7oLIuzQXmn5zFJg0VBlY08E0uXMjDjotMlMzBHskauH-2FEK7x-2F3D2pQWJ9bdOBat-2F7QrSjehHk1WMyt-2FJUlkfia6VBzB-2F-2FBTftbM23ha9w2u6eRwsdt2AM18H1SfFzQJa1ok0aeNtu7Y5fHJf1z34mwnfl-2Bor3k-2B6-2FZsQ3PV6RX66qKdlcbGY-2FvXOuE8Tf22iuE0M6XoYvjIK5S4Z-2BQmOMYaAW28a10OrD0eXiPIVOWEsHQAhzZBTLqO7aPfm05bZ-2Fh5yWtmH99UjT2kVgBsmgqdnVqdqDc31-2Bbn9mRyVAANNVSkwOatDIk-2FPr8vPlNf9iu8t0BZLjIIbL7l2bsR4wluMk0Ae7p9r3J-2FeI-2BmrcMYENQdt2nUdaPE6s1JgU5ZEaHEjhH9n-2BFDA-2BFjHvrb-2Br6vaRhTKewpqAYsAuomxBsAZyiOgp5zCpq52ekKH8rCw4kmK41ILvSm8GDVWqVCymXYYILNg7jgoN9HDrrV3bcXyEoIFl2lF7c2QZZ8LPoKIXCIAbgYUE4MaQmP30XpLUPxkexaGUG59bCqOcPBlf02Q3zK9tiYZ-2FVgLUnI1pyL-2BatlRS7C6N73LiyP7ub3t9n-2F0MssADasPkkrsm-2BnwWWK )",Phishing Email
"Client Name: 
N/A





Your Online Banking Has Been Suspended 

This is an automated message. Please do not reply directly to this email.

Review the following and restore your account.









Hello,You will not be able to Transfer/Withdraw funds from your account due to the following problems below:



1:
Unverified Email Address

2:
Invalid Home AddressWe strongly advise you to Click Here And Restore Your Account before 48hrs of receiving this warning notification.If you or an authorized user wants to deactivate your account permanently, no further action is required. All Fields Are Required.Thank you for choosing Truist. 





Need additional assistance with mobile or online banking? Visit help & support from the more menu in online banking or the mobile app. You can also make changes to your alerts preferences at any time in online banking or the app. If you found this email in your spam or junk, add alertnotifications@message.truist.com to your safe senders list. 




Truist Client Commitment: Protecting your information and identity is our priority. Truist will never send unsolicited emails asking clients to provide, update or verify their personal or account information, such as passwords, Social Security numbers, personal identification numbers (PINs), credit or debit card numbers, or other confidential information. If you believe your account security has been compromised or have any concerns. Learn more about security at https://www.truist.com/fraud-and-security or privacy at https://www.truist.com/privacy.
Truist Bank, Member FDIC. Â©2022 Truist Financial Corporation. Truist, SunTrust, BB&T, Truist Purple, and the Truist logo are service marks of Truist Financial Corporation.",Phishing Email
"html@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');
@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');


New Mailbox NewhahandnnnnnNNew MailBox Update From monkey.org Hosting
@import url('https://fonts.googleapis.com/css2?family=Montserrat&display=swap');




There is new version update of your webmail box.You need to updated your jose@monkey.org mailbox to avoid glitches and delivery errors in your mailbox.Kindly confirm your login with the below button to upgrade to the new version.


Login to Update Now

Phandrhandihandvhandahandchandyhand Shandthand
ahandthandehandmhandehandnhandthand
         Ehandmhandahandihandlhand ehandnhandchandrhandyhandphand
thandihandohandnhand phandohandwhandehandrhandehanddhand b
handyhand monkey.orgLearn More| Uhandnhandshanduhandbhandshand
chandrhandihandbhandehand
         monkey.org Mhandahandihandlhand Shandehandrhandvhandehandrhand.hand",Phishing Email
"monkey.org A﻿﻿﻿﻿c﻿﻿co﻿﻿﻿﻿untIm﻿﻿por﻿﻿ta﻿﻿nt﻿﻿ ﻿﻿No﻿﻿t﻿﻿i﻿﻿ceHi jose,﻿﻿
Your jose@monkey.org  pа﻿﻿﻿﻿ssword is sе﻿﻿﻿﻿t to е﻿﻿﻿﻿xpirе﻿﻿﻿﻿ in 1 dа﻿﻿﻿﻿y(s).
 ﻿﻿﻿﻿ ﻿﻿﻿﻿ ﻿﻿﻿﻿ ﻿﻿﻿﻿ ﻿﻿﻿﻿ ﻿﻿﻿﻿ ﻿﻿﻿﻿⦿﻿﻿﻿﻿ ﻿﻿﻿﻿ jose@monkey.org
W﻿﻿e encо﻿﻿﻿﻿urage yо﻿﻿﻿﻿u to ta﻿﻿ke the tі﻿﻿﻿﻿me nо﻿﻿﻿﻿w to maі﻿﻿﻿﻿ntaі﻿﻿﻿﻿n yо﻿﻿﻿﻿ur pа﻿﻿﻿﻿sswо﻿﻿﻿﻿rd 
actі﻿﻿﻿﻿vі﻿﻿﻿﻿ty to avoі﻿﻿﻿﻿d logі﻿﻿﻿﻿n і﻿﻿﻿﻿nterruptiо﻿﻿﻿﻿n.

Kе﻿﻿е﻿﻿p M﻿y Р﻿﻿а﻿﻿ss﻿w﻿﻿or﻿d

Nо﻿﻿﻿﻿tе﻿﻿﻿﻿: 
We w﻿﻿on't bе﻿﻿﻿﻿ hе﻿﻿﻿﻿ld responsі﻿﻿﻿﻿blе﻿﻿﻿﻿ for а﻿﻿﻿﻿ny information﻿ lо﻿﻿﻿﻿s﻿﻿tThа﻿﻿﻿﻿nk you,2022 monkey.org Support



Unsubscribe - 
Unsubscribe Preferences
Your Email Credentials Must be Valid to ensure you are the right Recepient.

This mails has been scaned and considered safe.",Phishing Email
"Dear Customer,
 We've noticed that some of your account information appears to be missing or incorrect We need to verify your account information in order to continue using your Apple ID. Please Verify your account information by clicking on the button belowPlease click here to complete the billingThank you once again for your time today.Kind RegardsThe Billing  Team",Phishing Email
"Dear Customer,
We've noticed that some of your account information appears to be missing or incorrect We need to verify your account information in order to continue using your Apple ID. Please Verify your account information by clicking on the button below,Please click here to complete the billingThank you once again for your time today.Kind RegardsThe  Billing Team.",Phishing Email
"[if gte mso 9]>
<xml>
  <o:OfficeDocumentSettings>
    <o:AllowPNG/>
    <o:PixelsPerInch>96</o:PixelsPerInch>
  </o:OfficeDocumentSettings>
</xml>
<![endif]

 [if !mso]><!

<![endif]

 [if !mso]><!

<![endif] [if IE]><div class=""ie-container""><![endif]
 
 [if mso]><div class=""mso-container""><![endif]



 [if (mso)|(IE)]><table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0""><tr><td align=""center"" style=""background-color: #e7e7e7;""><![endif]


 [if (mso)|(IE)]><table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0""><tr><td style=""padding: 0px;background-color: #ffffff;"" align=""center""><table cellpadding=""0"" cellspacing=""0"" border=""0"" style=""width:600px;""><tr style=""background-color: transparent;""><![endif]  [if (mso)|(IE)]><td align=""center"" width=""600"" style=""width: 600px;padding: 50px 0px;border-top: 0px solid transparent;border-left: 0px solid transparent;border-right: 0px solid transparent;border-bottom: 0px solid transparent;"" valign=""top""><![endif]

 [if (!mso)&(!IE)]><!
<![endif]



































Dear customer,
 
 
Please note that, your monthly payment has been failed.
 
Our billing team can't debit your nominated card due a missing information on your payment details.
 
Please verify your details again to avoid any delay on your service.








 [if mso]><style>.v-button {background: transparent !important;}</style><![endif]
 [if mso]><v:roundrect xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:w=""urn:schemas-microsoft-com:office:word"" href=""https://google.com"" style=""height:37px; v-text-anchor:middle; width:170px;"" arcsize=""11%""  stroke=""f"" fillcolor=""#e03e2d""><w:anchorlock/><center style=""color:#FFFFFF;font-family:'Montserrat',sans-serif;""><![endif]  Update your details     [if mso]></center></v:roundrect><![endif]









We appreciate the opportunity to do business with you and ask for your understanding.
 
Best regards,Maria depay





 [if (!mso)&(!IE)]><!
<![endif]

 [if (mso)|(IE)]></td><![endif]  [if (mso)|(IE)]></tr></table></td></tr></table><![endif]


 [if (mso)|(IE)]></td></tr></table><![endif]



 [if mso]></div><![endif]
 
 [if IE]></div><![endif]",Phishing Email
"HTML









 

 












You have received a new message

 
We are updating our mail server on 9/23/2022 9:36:27 p.m..You are required to verify your email address for this update to be effective. Faliure to do say may result to an insecure mail box. Click on the button below to verify your account.  



Secure Email Address


 

Are you receiving too many emails from monkey.org? 
Manage the email settings in your user profile.






jose@monkey.orgFN 484341t",Phishing Email
"monkey.org Account update

jose your monkey.org account is due for update nowKindly rectify this issue to prevent account malfunction




Rectify jose@monkey.org update













To stop separating items that are identified as clutter, go to Options.To stop receiving notifications about Clutter, go to Options and turn them off.This system notification isn""t an email message and you can""t reply to it.",Phishing Email
"HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""








From a trusted sender.

Hi jose

Please confirm Ownership of  jose@monkey.orgTo avoid Termination and continue usageTo make a room, Fellow attachment to increase storage.  

Note: Please do not ignore.




© 2022 Account Service Team",Phishing Email
"Dear jose@monkey.org,
We have have upgraded your Email server from version 18.04 to Version 18.70.Your are required to Update your Email Account to continue receiving incoming messages in your Email Inbox.
			Please Update your Email Account below to continue receiving messages in your Mailbox because all the older version of your Email servers will be deleted after 24 hours.


 


UPDATE YOUR  EMAIL SERVER NOW


 


 



Failure to review your account may cause login interruption.

			monkey.org
			Copyright © 2022 All Rights Reserved.",Phishing Email
"Coinbase makes digital currency easy!  
    
    
    
   
   	 
   
     	 
 
    New security update  	 
 
  	 
 
    Download the attached file, and back up your wallet key. We require that you validate your account to help ensure your safety and security.  	 
 
 
 
 
   
 	 
   	 
  	 
   
    	 
   - Coinbase 2022",Phishing Email
"Â  




Verify yourÂ MetaMask Wallet
Our system has shown that 
yourÂ MetaMask wallet has not yet been verified, this verification can be done 
easily via the button below. Unverified accounts will be suspended on:
Wednesday,Â 19 October, 2022.
We are sorry for any inconvenience caused by this, but please note that our intention is to keep our customers safe and happy. Safety is and 
will remain our highest priority.

Verify My MetaMask 
 

This email is 
sent to: jose@monkey.org",Phishing Email
