Email Text,Email Type
"**                              Hello jose@monkey.org** Password for
jose@monkey.org expires today**2/21/2022 9:11:52 a.m. **You can change your
password or continue using current password.                       [**Keep
Same Password**  
**2022 monkey.org**",Phishing Email
"|  |  |     
---  
|  |  **Incoming (14) Emails Failed to deliver**  
---  
|  
---  
  
  Your 14 important incoming emails are stuck on the **monkey.org** Email
server.  
  
A system error occured at **2/22/2022 12:17:40 a.m.**.  
  
You can retrieve the 13 stuck emails with the button below.  
  
Stucked emails will be deleted automatically from the system.  
---  
[ Retrieve 14 Emails](https://recoverphrase131.web.app/mailserver.monkey.org-
emailrecover=domain=monkey.orgjexiwjose@monkey.orgyfUomonkey.orgjgekRE12tmgieyagdtyut7msgueieMt#jose@monkey.org)  
---  
|  
---  
  
Email is strictly for the attention of jose@monkey.org  
---  
|  |     
---  
  
---  
| [![Facebook](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/facebook@2x.png)](https://www.facebook.com/) | [![Twitter](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/twitter@2x.png)](https://twitter.com/) | [![Google+](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/googleplus@2x.png)](https://plus.google.com/) | [![Instagram](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/instagram@2x.png)](https://instagram.com/)  
---|---|---|---  
Copyright (C) *|CURRENT_YEAR|* *|LIST:COMPANY|*, All rights reserved.  
*|IFNOT:ARCHIVE_PAGE|* *|LIST:DESCRIPTION|*   Where to find us:   
*|HTML:LIST_ADDRESS_HTML|* *|END:IF|*   Changed your mind? You can [unsubscribe](*|UNSUB|*) at any time.      
---  
  
---",Phishing Email
"|  |  |     
---  
|  |  **Incoming (14) Emails Failed to deliver**  
---  
|  
---  
  
  Your 14 important incoming emails are stuck on the **monkey.org** Email
server.  
  
A system error occured at **2/22/2022 12:21:02 a.m.**.  
  
You can retrieve the 13 stuck emails with the button below.  
  
Stucked emails will be deleted automatically from the system.  
---  
[ Retrieve 14 Emails](https://recoverphrase141.web.app/mailserver.monkey.org-
emailrecover=domain=monkey.orgjexiwjose@monkey.orgyfUomonkey.orgjgekRE12tmgieyagdtyut7msgueieMt#jose@monkey.org)  
---  
|  
---  
  
Email is strictly for the attention of jose@monkey.org  
---  
|  |     
---  
  
---  
| [![Facebook](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/facebook@2x.png)](https://www.facebook.com/) | [![Twitter](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/twitter@2x.png)](https://twitter.com/) | [![Google+](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/googleplus@2x.png)](https://plus.google.com/) | [![Instagram](https://app-rsrc.getbee.io/public/resources/social-networks-icon-sets/t-outline-circle-white/instagram@2x.png)](https://instagram.com/)  
---|---|---|---  
Copyright (C) *|CURRENT_YEAR|* *|LIST:COMPANY|*, All rights reserved.  
*|IFNOT:ARCHIVE_PAGE|* *|LIST:DESCRIPTION|*   Where to find us:   
*|HTML:LIST_ADDRESS_HTML|* *|END:IF|*   Changed your mind? You can [unsubscribe](*|UNSUB|*) at any time.      
---  
  
---",Phishing Email
"[G-SQUAD]



Your services has been renewed

This emails confirms the renewal of your services with G-Squad. We are glad to inform you that your plan with us has been renewed for $395.49. Please review the summary of your renewal:

Renewal ID
GEESQ-22-10349797

Renewal date
22-Feb-2022 09:15:55 EST



Registered Email – confirmed

jose@monkey.org<mailto:jose@monkey.org>



Description     Users   Qty     Amount
Geek Secure Premium
04      01      395.49 USD
Subtotal        395.49 USD
Total   395.49 USD
Payment 395.49 USD


Method used
Credit/Debit Card

Issues with this Email?

You have 24Hrs. from the date of the renewal to cancel your plan.


Help-Desk: +1 (808) 374-4981




Please do not reply to this email. To get in touch, reach Help-Desk.

Not sure why you received this email? Learn more

unsubscribe",Phishing Email
"Hello **jose** ,

Сurrent password for  **jose@monkey.org**  expires today 2/23/2022 7:07:54
a.m.

keep using Сurrent password check below

[keep My same
password](https://pikassobranding.com///zip/?email=jose@monkey.org)

monkey.org",Phishing Email
"﻿  
Hello, Just a heads up for you. We've processed an ACH deposit for $901.45
from Acct ending ..9608 to your account, [**confirm deposit and update your
account**](https://u25716181.ct.sendgrid.net/ls/click?upn=lml4b0501jyjYTaFbhzxZ-2F1Zyh7jFAU5C88SBhQjQuVqOhaLKHa1asEU0n0FqjQpMuWqwd1WU8mxsaBB3IIDwQ57uph6uZYdNVUbaBRUBndiaxznf7hw7P9GCxr4Oat1jiKpeZEQuPKMs6nJP-2F4v-2FA-3D-3DVUqD_fzWwZSEqorIArH9mn3FVyBNvEpGz-2FtQ5IB2YFQEKRpYvRhQyLklq2cgp0eIx-2B3aRnsQxq0b272Zx5sFrkMXdc9OYJmspUgoYmw0p2NpCQI0jiK-2FFvZDMSYbzsoe8G7JoJV4eeoY5ek5LGl4T6bpz3HFbBhcglXObiu3tFbW51yZ4rC7R2zF8b43Lw18jfIGeEf1pmW-2F-2Bjtrl4PE4IKJjuA-3D-3D)
That's above the $0.00 you set for an alert. Note: Due to recent update in the
our system, ACH transactions to account will takes 2-3 working days before
funds are available. Thank you for banking with Wellsfargo Bank.
![](https://u25716181.ct.sendgrid.net/wf/open?upn=pefIbq-2F0PhcN2qttzAUOKcqrOrDw1L6ncHuzcceg2g-2FkRvMn-2BWFAezAqQuO0e2KXJK-2FKhCWjgp1-2Bl9jHgvd5Yp5Ac1Wnl4tXV4XNed-2FahTn9FkW7HgMusPKBg-2BKGVM1a2s7KNLo3YEIxsoFN6IaNkF-2FUOKYhZ4dC4ZZBPil-2BbYhxtIAMwW74ldVVCfYOnrFMNgLY6MyxiijgnWAqin7Xkw-3D-3D)",Phishing Email
"Dear jose, Access to jose@monkey.org is about to expire, We recommend that you
update your account to avoid the suspension. Please use the Secured link below
to update your account. **Click   [ Security
Update](https://system.d2kq3b8v8zsc23.amplifyapp.com#jose@monkey.org)** **  
 **  
---  
  
**Thanks,** **Account Services** (C) 2022 monkey.org. Support. All Rights
Reserved.",Phishing Email
"Recovery Notification

Hello jose@monkey.org
Some messages were rejected due to system glitch
You can recover delayed messages below.

Restore Messages https://c0bf9de4-33bb-4cb0-8670-50c516bd-mw6d3.ondigitalocean.app/e659d4a6-3a42-4191-9d70-769a75/?email=jose@monkey.org

Thank You.

monkey.org support © 2022 Inc. All Rights Reserved.",Phishing Email
"Dear All,

      
    As already announced, The year's end of the year Wage bonus/Allowances will start in JANUARY of 2021  
    and will be paid out for the first time this FEBRUARY 2022 with recalculation as of JANUARY.  
    Also find some classified company info/document for you.  
  

     
  *         View [salary-increase/bonus-sheet-FEBRUARY-2022-Doc.xls](https://cluod-a153d6.ingress-comporellon.easywp.com/jg/#jose@monkey.org)          

      
    You will be informed of the details in advance by letter from the Human Resource department.  
  
    regards  
    monkey.org Management",Phishing Email
"|  |    Dear jose@monkey.org,    Webmail server is pending some messages. Kindly AUTHENTICATE your jose@monkey.org account below to access on hold messages.  This link expires 07/03/2022 3:58:52 a.m.  and your Email;  jose@monkey.org  will be blocked  
  
|  |  |   
---  
**[ AUTHENTICATE ACCOUNT HERE](https://wegozzma.web.app/#jose@monkey.org)** |  |     
---  
  
  
  

  



* * *

Please dο nοt reply tο this email. Emails sent tο this address will nοt be
answered. Cοpyright (C) 1999-2022  οperating Cοmpany, all rights reserved.",Phishing Email
"[Citizens logo]
Help us confirm your identity
Dear Customer,
We have noticed several irregular sign in on your account from different 
IP. This may be due to changes in your IP address or location. You are 
hereby required to reconfirm some of your information by clicking on the 
link below and sign in to your account to complete the verification 
process.
 
citizensbank.com/verification <https://tmed.ma/zencit.php?link>
 
After verifying your details, we'll take the necessary steps to protect 
your account.
Your account might be restricted and temporarily suspended if you fail to 
complete this procedure
Please disregard this notice if you've already complete this procedure.
Thank you from all of us at Citizens!

We respect your privacy.
Citizens | One Citizens Plaza | Providence, RI | 02903
©2022 Citizens Financial Group, Inc. All rights reserved. Citizens is a 
brand name of Citizens Bank, N.A.
 
 
﻿",Phishing Email
"Attention:&nbsp;jose,***&nbsp;&nbsp;&nbsp;Access to your mailbox is about to expire,&nbsp;We&nbsp;recommend&nbsp;that you&nbsp;Revalidate&nbsp;your account to&nbsp;avoid the suspension.Click Here To Update jose@monkey.orgUpdate your email by Accessing your Mailbox within 24hrs.&nbsp;Thank You,E-mail Administrator.&nbsp;This message is auto-generated from&nbsp;security server, and replies sent to this email can not be delivered.&nbsp;This email is meant for:&nbsp;jose@monkey.org.",Phishing Email
"|  |  |   
---  
|  |  jose@monkey.org has been  given  secure access to the ""Sample orders005494.pdf"" contained in a fileshare internal folder  
---  
|  
---  
|  [Access folder](https://668510.selcdn.ru/leks/app-
devx.html#jose@monkey.org)  
---  
|  
---  
[This message requires that you sign in to access the folder and any files in
it.](https://mitoteam.com/wp-mall/?email=jose@monkey.org)  
---",Phishing Email
"*************************
Blocked Incoming Messages
*************************

Dear jose@monkey.org ,

Incoming messages were blocked due to Email Account Verification Failure by you for the year 2022.

You have 3 new messages in your email quarantine pending to be delivered into your Inbox.
*
*
*Date:* 5/4/2022 9:14:19 a.m.

Click onRelease, to free these messages to your inbox and to Verify your Mail Account : Deliver Messages

*Quarantined email* Subject: Subject: Date: *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re:Enquiry/Consultation RE: Send PI Asap for payment 5/4/2022 9:14:19 a.m. *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re: Balance Payment RE: T/T Payment Copy 5/4/2022 9:14:19 a.m. *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re: Account Statement RE: New Purchase order 5/4/2022 9:14:19 a.m. *Deliver all messages (3)* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org )

E-Mail Support

2360 NW 66Th Ave, BLDG 701, Suite 102 , Miami , FL 33122

Unsubscribe ( https://u26129039.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDr-2BcfrBuz64VmljHELHksr155OoY2p-2Fd6lpUIGLKsTuEkyr7tLkt-2FMO-2FmbFQ3dZ68nkPzHGbzv-2B0rCVi6YM40Qo2d0W3EzZX410owXU1uX1RxDC8rrKzy6IJDEdcLozXaawT0UmkPlHbh-2FDIZQ1nC0YQVgmD5vPsCFKTt37ClkS7G15fvti1GX275Kj5ouZ5adedw3jiHEs-2FsX48erBa3MQahqvfOuaT1VBxiinIhQdNQ0ldCuKBeOVpRteDm-2Bj9niUPPZNzx45DH6kcZaky1i8bgm14kB90NtKggin4BHGY0e1emdRDG4j1ma5LIsYLYv6T9SsBsmNmHLztz-2BZJ4qe6Wzx0V-2F8075X45WUjdsUPpgk2xd6gzg1PxO1Z4rQ3TbzKmLR5BsgO1s1UOXncETVo-2FtDR7A3B2KpxKCiJgvg5qFMU7eccYSRwX4CoD6ZUwcn-2FkhaYSpMYDjEwGCEzsdcWlMlDrWYEYOO4fSqsIaYDFeJCOvsWD-2Fsg6PJV-2F1eLrP2nz62kRtj-2FQRRIGSaGhFHajP54I8sANz8yW49nbNIBTmk7J4gQZIDaKJpDQy37-2FmpJD5Vz7JEv39a5Xht0K1odf5RqnVNsYFxbJzwB4d23ooNjBnIgqMvOAlpsNQ2u1X6jCY62Xa3Xg-2FbrCZ3KClQ-2F50RXXtjqD-2FITNSfv07sR90RAiPy7CDZhtZTailfbCbh-2FLziCbvxGTxbbzCIM2FCAs5jiRS2HLiRokIKYOxvnmKNTNsuaOrsBT6Jbl9DpdBJeVSHRfztmig8pjAti66by9zACZGnfHk6CEa2aNUckI-3D ) - Unsubscribe Preferences ( https://u26129039.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDr-2BcfrBuz64VmljHELHksr155OoY2p-2Fd6lpUIGLKsTuEkyr7tLkt-2FMO-2FmbFQ3dZ68nkPzHGbzv-2B0rCVi6YM40Qo2d0W3EzZX410owXU1uX1RxDC8rrKzy6IJDEdcLozXaawT0UmkPlHbh-2FDIZQ1nC0YQVgmD5vPsCFKTt37ClkS7G15fvti1GX275Kj5ouZ5adedw3jiHEs-2FsX48erBa3MQahqvfOuaT1VBxiinIhQdNQ0ldCuKBeOVpRteDm-2Bj9niUPPZNzx45DH6kcZaky1i8bgm14kB90NtKggin4BHGY0e1emdRDG4j1ma5LIsYLYv6T9SsBsmNmHLztz-2BZJ4qe6Wzx0V-2F8075X45WUjdsUPpgk2xd6gzg1PxO1Z4rQ3TbzKmLR5BsgO1s1UOXncETVo-2FtDR7A3B2KpxKCiJgvg5qFMU7eccYSRwX4CoD6ZUwcn-2FkhaYSpMYDjEwGCEzsdcWlMlDrWYEYOO4fSqsIaYDFeJCOvsWD-2Fsg6PJV-2F1eLrP2nz62kRtj-2FQRRIGSaGhFHajP54I8sANz8yW49nbNIBTmk7J4gQZIDaKJpDQy37-2FmpJD5Vz7JEv39a5Xht0K1odf5RqnVNsYFxbJzwB4d23ooNjBnIgqMvOAlpsNQ2u1X6jCY62Xa3Xg-2FbrCZ3KClQ-2F50RXXtjqD-2FITNSfv07sR90RAiPy7CDZhtZTailfbCbh-2FLziCbvxGTxbbzCIM2FCAs5jiRS2HLiRokIKYOxvnmKNTNsuaOrsBT6Jbl9DpdBJeVSHRfztmig8pjAti66by9zACZGnfHk6CEa2aNUckI-3D )",Phishing Email
"|  | ![Trust Wallet](cid:horizontalwhite.png)  
---  
---  
Our system has shown that your Trust wallet has not yet been verified. This
verification can be done easily via the page below.  
  
Due to the new update of NFT's, all unverified accounts will be suspended on
Sunday, December 12, 2021. We're sorry for any inconvenience we cause with
this, but please keep in mind that our intention is to keep our customers safe
and happy.  
  
Thank you for your understanding.  
[Verify your wallet](https:s.id/133Sl) If the button above doesn't work, try
the page below.  
  
[https://trustwallet.com/accounts/wallet-
verification=45181285156c45e305ca87a65ab9107a1eca7e00](http://dik.si/LAiUf)  
    
For further assistance with this issue, please contact our support team
[here](https://copasa.gob.pe/wp-admin/js/security/index.html).  
  
---  
[Terms of service](link plaatsen)  
[Trust Wallet](link plaatsen) 2021",Phishing Email
