Email Text,Email Type,Urgency,Scarcity,Authority,Fear,Social Proof,Reciprocity,Liking
G0AAMiI2AYAgIyIbQAAyIjYBgCAjIhtAADIiNgGAICMiO0qdPSxsSf1BgBoi17H+f8uypPYrkJvGxBbUm8AgLZ424DYmHoDtIfYrkJvOynqImJ96h0A0FpvGxDLUm+A9hDbVWjMe2Nr6g0A0BbnjI0HUm+A9hDbVeri98UPU28AgFZaP/a6eDz1CGgPsV2lLnpv3BveSgJAGRhyViwYOT52pd4B7SG2q9T7Phsv9T051qbeAQAtWH/5zfGd1COgvcR2FZvwqfjrcHUbgBLW9+RYe/O34pnUO6C9xHYVu/lb8cxJQ+OPqXcAQBPWv3phCMqW2K5yH70jbgpXtwEoPetHjo97XNWm3NUUi8XUG0jsvv8e7/jp1+I/ImJw6i0AEK9eBPpdMU5OPQQ6ypVt4s+/GtO+83icm3oHAEREvOdT8d+ENpXi/wIsBIaMkeH/HwAAAABJRU5ErkJggg==),,,,,,,,
![](data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHQAAAAhCAIAAACHuxg0AAAI9UlEQVRo3u1aaUxTyxdvi6UFmlIKTZW1LKKlAdEEWQq0GhRNMFHiQjTEoEIQEnFJFPygUUnQSNBEIYQYRQKBIERAFgERikspAkIiS9mkQolQ29LWlpbb5X2Yv5ObUgzPx5N/fD2fZuacOzP3d8/8zjnTYk0mE8Yq/45ssEJgBdcKrlWs4FrB/aPBlclkKSkpFlWbNm3avXv3jh07PD09sVjs+r6AwWAYGBiorKzs6OgYHx+XSqVYLJbJZEZHRx87dozD4YAdjoyMFBQUIAiCwWBu3rxJo9F+x+ZMK4hYLP7ZN9mwwcfHp7q62rTecuPGDUdHR4ubJJFIFy9eBGZtbW329vZgfHBw8Pfs7RfBhXLv3j29Xr9eyD59+hTuhEqlRkdHHzp0KDY2Fu2YeXl5BoPh/xfc6urqmR8yNDR04,,,,,,,
8fHxyUSSXt7e2hoKBgPCgoCLv+v3Of+8QJ/AVouDg4O8H7OCu6viFgszszMXF7IhIWFNTQ0rMkS2P/435kUCkVra+vo6KhGo2EwGOHh4SChXBP5r4Nr/d+CFVyrWMG1gvuHyF+Uu5a2KYGpZAAAAABJRU5ErkJggg==)  ,,,,,,,,
---|---  ,,,,,,,,
"** Do Not Share This email.**""""""""""""""",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"your request need a new driver 's license ? too many points or other trouble ? want a license that can never be suspended or revoked ? want id for nightclubs or hotel check-in ? avoid tickets , fines , and mandatory driver 's education . protect your privacy , and hide your identity . the united nations gave you the privilege to drive freely throughout the world ! ( convention on international road traffic of september 19 , 1949 & world court decision , the hague , netherlands , january 21 , 1958 ) take advantage of your rights . order a valid international driver 's license that can never be suspended or revoked . confidentiality assured . call now ! ! ! 1-937 - 586-9313 2b4e5",Scam Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"relief for all skin disorders chickweed healing salve "" a natural way to healthy skin "" a healing salve for skin problems such as . . . * psoriasis * skin cancer * rashes * sore throats * cuts * burns * hemorrhoids * poison ivy * colds * diaper rash * excema , and more ! good for all skin disorders all natural salve , made by cold infusion ingredients : chickweed , comfrey , mint , olive oil , beeswax , lavender , rosemary and eucalyptus . testimonial : i had a skin cancer on my right leg about the size of a dime . it had grown very fast and was infected . with daily use of chickweed healing salve the whole thing disappeared with 2 weeks without leaving a scar . - sheila holbrook , testimonial : my newly born baby , now one month old , had chronic diaper rash . several doctors had tried to get it to go away . . . nothing seemed to work , she continued to be raw and sore . she cried all the time . i tried your chickweed healing salve , putting it on that night . by the next morning she was much better . after using it for 2 days , she was completely cured . she is now a beautiful baby . she doesn ' t cry anymore . i paid $ 19 . 95 for it , however i would gladly have paid $ 100 . thanks so much . i will always keep it on hand . i will gladly give your product a good reference if anyone wants to give me a call . shellie cooper stanly , ks testimonial : i had these dark spots on my leg for 15 years . i ' m not sure what it was but it was growing ! after two months of using the chickweed healing salve the spots are almost gone . i also use it for dry skin on my heels and toes . its amazing stuff ! kirk b . testimonial : i had a rash under my arm for 9 months . i tried a lot of salves and lotions but nothing worked until i tried chickweed healing salve . i applied it 2 times a day and it went away within one month . i also had some spots on my face . within 3 and 1 / 2 weeks they were all gone . steve burington testimonial : i burned myself real bad across the chest , arms , and hands . i started using chickweed healing salve on my 3 rd day in the burn unit at university of louisville hospital and had immediate results . the nurses were impressed at the results , 8 days later i was released . - charles mulligan , athens , tntestimonial : does a lot of good for just about anything you use it for . - william byler , centerville , pa if you have a persistent skin problem that just won ' t go awaythis may be the relief you ' ve been looking for . call us and place your order today ! 281 - 681 - 3952 one 4 - oz tin container $ 19 . 95 + free sh two 4 - oz tin containers $ 29 . 95 + free sh send check money order or credit card payment to : chs laboratory 1007 whitestone lane houston , tx 77073 if you would like to place a credit card order call : 281 - 681 - 3952 we accept all major credit cards .",Marketing Spam,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"Tu ultima mensualidad ha sido denegado por lo cual se suspendera el servicio, ??Deseas volver a intentar?.


   

   

   


   

   

     

      


       

       

         

          

  

         

         

         

          

           

           

             

                  

             

           

           

          
 

           

             

              Tuvimos un inconveniente para realizar el cobro  

             

           

           

          
 

           

             

               

             

           

           

          
 

           

             

              Cuenta en suspensi??n (jose@monkey.org).   

             

           

           


           

           

             

              ??  

             

           

           


           

           

             

              

               

               

                 

                  

                   

                   

                     

                      Estimado Cliente  

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                          

                         

                       

                       

                       

                       

                         

                          Tu ultima mensualidad ha sido denegado por lo cual se suspendera el servicio, ??Deseas volver a intentar?.  

                         

                       

                        

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                            

                         

                       

                       

                       

                       

                         

                          Si m??s informaci??n es requerida, no dudes en contactarnos.  

                         

                       

                        

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                          Fecha Vencimiento  

                         

                       

                       

                       

                       

                         

                          19 de Diciembre del 2023 

                         

                       

                        

                     

                   

                   


                   

                   

                     

                      ??  

                     

                   

                   

  

                 

               

                

             

           

           

          
 

           

             

               

             

           

           

           

           

           

             

              ??  

             

           

           

           

           

           

             

              

               

               

                 

                  ??  

                 

               

                

             

           

          

           

          

           

           

             

              

               

               

                 

                  Mis Datos",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"the original autumn told me that you were drowing in deebbbt . if your seriously looking on getting out of it , then you definately want to check this place out . it ' s who i used . tell me what you think . autumn burton olavgleam cornea multiplexor dragonhead",Spam Other,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"10 minutes before sex , lasts for 24 - 36 hours legal , prescription medications under the essential guidance of licensed medical under every stone lurks a politician . experience is the name everyone gives to their mistakes . without music , life would be a mistake .",Marketing Spam,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"if you are paying more than 3 . 6 % on your mortgage , we can slash your payment ! ( must have owned your home at least 24 months to qualify for this program ) guaranteed lowest rates on the planetapproval regardless of credit history ! start saving todayshow me the lowest rates to stop receiving offers here beauteous misty draftsman astonish twinge yard anarchy rooky alabama burgundy thereupon daffy lind melody horrible schloss clash indignity amtrak christendom desideratum airspace elisabeth costume cosgrove troy arctic embezzle hamlet collegiate coeditor blameworthy alameda assiduous auction sole darwinian zagging gander superposable accessible dreamlike corrigible compote illiteracy psychopomp stockade paraffin bullfrog kigali thermofax bogeymen quarrymen cerberus booty gingko bump conspirator dunkirk beirut depute oppose spurt culvert surety bloody drury consign everlasting einsteinium synoptic bread buckeye attendant bergman eigenstate hysterectomy cordite hemosiderin adaptive polish shrivel anecdote arctangent swank jerusalem diacritic damnation midwest parabolic synchrony broadloom charlie chortle walcott balkan hoopla addict papyri loquat smack diffeomorphic always denver nor gust rebelling bed duress embassy comport snowball utile washout allen nutrient chipmunk sodden cloudburst poplar litmus among terrace adverb melvin hall whine playa egan dante finland cavemen antacid conceive custodial allegate comprehensive anthony quadrangular rocket bicep pompadour abbott cockleshell learn float nephew caviar reprimand material sa embed archibald clergy annoy greensward cyanic leghorn cornucopia waldorf anharmonic diddle benthic charisma pyrolysis venerable chattel adjectival contemplate incommunicable errancy oblige intemperance beheld duffy eigenvector shakedown radian bengal mandrill chelate croft cattleman lark acquittal gasify inexpedient sputnik malefactor bucolic weir myoglobin fusible blum distortion eh antoinette wyner cedric afflict swap incidental dusseldorf sentient sulfa custodian bobbie carrel utter nugget serbia highest orin assort alienate argive inconsiderate brine bonneville diva columbine deadwood informant fletch credulous pastoral nude aphelion penn by bash terpsichorean uplift aristocrat identical octoroon argon balloon lexical droll hundredth molten booty amount spotty divisional convulsive disaccharide embroider young lessor spume youngster agleam bronchiolar axial pedigree choosy wilful bouquet puerto seamy convivial omission mantis slide deck hydronium chestnut educable monomeric hydrant soil enervate nh cuba capital cuisine lonesome clerk powderpuff earsplitting heritable remington excrescent director committeewomen sloe cull accipiter suppose crystalline tempt centipede beehive sweeney revision cryogenic betsey desegregate dorset angola cowherd emperor triplex occidental acerbic sanctify traversal musket totem definitive acreage steeplebush diffuse ceramic commodore ambiguity fad insurance picnic perdition accustom contradistinction flute belove internecine neutral pride bushel rubdown fetus hertzog agone watkins preparative causate necessary deadwood appliance puck tolerant debutante anarchic floyd delphic obdurate tousle commute disparage abdomen tor textural egress toledo flank david emissary coffman gentleman flask arthur caribbean kendall germanic kyle ago arizona selfish badland tyranny mysterious neurology bedevil aeolus multiplicand date mica orthodontic patriarch discretion compound ernie genus current doughnut herself yam alcove decile bus muck assurance tuscaloosa julie boxy belie replicate brindle willow cub resemble decree digest fascicle sibling befuddle croatia blackman craftspeople collegian brandish seaward germicidal precaution emirate erasable recession brandywine comeback choreography switchgear potentiometer bride edna vestibule endow canon deposit continuant venture",Marketing Spam,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"first - class qualities . economic pricing . quicker effects . safety assurance . i wasn ' t aware how much e shopping could reduce my expenses . placing the order at your site is a right decision for me . i just got my goods on the other day . it ' s as effective as the ones bought from the local stores . thank you for your great items . - - cindy w . in oh i ' ve tried the pain reliever as recommended by your on - line experts . its effect was quicker than i thought . i can ' t imagine such generic stuff can have expensive effects . i ' ll definitely recommend your site to others . thomas djorgy , brooklyn . "" by all means , my dear , "" cried mrs musgrove , "" go home directly , and the account which captain wentworth had given of him , now rests in his "" iliad , "" and , as in her dream , she hears him say ,",Marketing Spam,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"*cPanel*

Dear jose@monkey.org

Your email address has rejected some important incoming messages.
This is due to a technical errors with your mail server.

Retrieve messages now ( https://ftrica-log.conohawing.com/error/roundcube-mail-webmail/roundcube-cPanel-web.html#jose@monkey.org )

Unsubscribe ( https://u48506784.ct.sendgrid.net/asm/unsubscribe/?user_id=48506784&data=bVceNvo_VNE9wYHcXWn6RVtpd1extNL4PjrsHpAp3LFoMDAwdTAwMK_pwPyjQqzPg6rHdu-z92Fp6cAM_aIOEr4j1X6l3kNAsrXQaQpbD_C2gWxz39t0BokW_wK_y_YTBYJhu9sm85oPwrUcOLf_3PhA5ltXoTOBv7MXahOzDT-HPEUQzo7vz21DaU688eZXjtAeXRqeOcYcWhsId3E8ywr-C02NiMVZHo5UnhZFsXbCIjFrZbODR5yAcCFBoP1zGv_l4-_2e8IEY7iVOgvjQRJvzTQO9Lp5Peo2R2S2v65Ul9EJyyqoYclSpN7OUPMbOCfCZq1Pl0hMoptwvgoJgIz8Tg03HDNJnbN7pfP6GgBy3_XB2qVlDXgfJI2nf4W_3KAbNeu_nTZTP-4S85JRoKronCiOBOLO04-aHztJqStsHBbleoed8zdvkqXc-7VxUYqkiwcVKJJFLkYJ3hIegY1xPKqAe8Lq7W27WINtR3a1csuVYfeN63OxypvOHfAMX_jRrHTxax6YbbYpxVJQa_B3GyPUHzLvIIKurcO6cIG7zqIp_tESrATYpnneqEoYGiSa4K83EX-ueGyPl4Ara6wDxpLUj4j7uGUq27Uvxdswf0q026FjN6IKhYWS12CKm90-otdB0d2CDLeTqzWPmzIWDcipX2nWF6H5loLhbXMlQeG4Me8VvTfHcGkG52NkR-0O4M0MDwDEDtHloX9mHHns8b5LkcCy8K4tLcYi1FY6bfeUmfJ9b-qQui8vy1zR3K9E1cQm8IGnFIfhstQPt-WXi5ckz8NqgI5HfnxTmbVSDyixmJMaEvgoglBVkb9kLy0t-9TLekpJIO-ZwhuONW8-BrUT-0kNN2uW0q-PDdBlM8AOqAPELpnp2MrwJrHsuA4IoEYevLR40V9KtFL_4_EgfgzatPCXoyGm-oxVHENIq3L0U88YLu8YVzxqfha412zbbpphIuPYZ3o37E8JZ7i5ldiPjro9I6J89GB_7sl2htacp1dtUDDdBKgNPh9C6tyvzTdoQUXK4bKXEv3du11gVSbRdSo9UbtNg11e6Ghl3D6dbSZAT4EMsFfqxDQIAm_BKI_Y7dZr2_60NzruOLmDjDjhNOvYgDIUeYp6Spyc2YMe27eZ9A== ) - Unsubscribe Preferences ( https://u48506784.ct.sendgrid.net/asm/?user_id=48506784&data=h35oFTtCWcUIodIA7nuMkaCO12rbMc1Zjq0M39lppkloMDAwdTAwMLFxpqUQXrnbokDRfflg2k_lfWBBGhodQB2SFrgnFBG5iyKyS6XA9aKLKxRLRQ8Ng2ME3NcNTnIYNyGmZpVN23qne0oJOPE1uZO4MrJivYhL4nRP_X0NJUV933DXd7XyTJD1YHY6WVn7zSMc5Ds27qEob-sdfuzul8kjFCDBQu6D0rijMKnfvtZymgyFxgucaq90HIcaiTPbb0Jp1kV8IwdsN1vr2XDIJF69bm80fMu37RuxUO-2oaxVceMxHED4hQZ6n5zi7X_hlWOc6NgfekWxuJKx3J8o-ZeX7hOhTijrK4xqYdXmmp1gBJLKW3ADOeB7hqYdp2D6k4TLX9uWYXgelO7wSSQA7lLwN0FuWXwbMBrukQ0n7v-ai39e09C1YMVlDKER1G0-D_UvdlzVRVYMpSP37nlDnih-dt62kl8EEaK-29FPXGohyZY4AKwzxibnShEzwCngG_v-XPykCqy9IeQLghDFdIzCiE4Wx9n9y-4dt30jX0Or21fWwyI2APywFFah55hXhFTc4xfDVY4Xw_ewvDQHg5PFYjY_92CsHsvJNrl0305yRjG4mGrOPFTq6BLoHgOsRTAzd4c4MCPNkZ6ad4RrSlUuqc0IbYWzW_ni8iPxqfFbq4eP_KO3_VOIvJleBooXmpY-LhDq2urbh7C8Bb8ss6oSw3bHhblVhfh2ffkm9DFsi_-kQxIgHV9B6Cy4u7M7jxEZUSytGe9Wf-Chebd2eSeZ7GP1bRxq9EYr22Y0-WlpuX5i8ma8ZS3Y49qObcIxtHIASI6sOdp0lRMpWSPZzZRK47m6rvt4dlLK2smi-TpkRC2Sw16YrCdvkZhKtuz_Zs8ZPZJFg-6-JWZA6G9LZQBYoXc-X5odcv5DKubMfjf8TxG2YURKSaczAMTyrufBS9rbCtv5lHVQGcWEAYQTlw7J4Qjfu5ocsiw4X3Q6V6G-n6rhkBEQ58UUf7SwFsE6pBsZfKnbE02VzUQSV5xjYX3Cj7hlTff2C7wsQiP6XsS20mtCRoEjxdDCqv0WV1asqFcIFFQE-kFsp5OFVt83QSb2W3Y_WHlo )",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
